system,pid,parentpid,priority,prioritystr,sessionid,ownersid,ownername,ownerdomain,cmdline,threadinjected,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256,Machine,MachineStr,NumberOfSections,TimeDateStamp,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,CharacteristicsStr,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,MemAddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubSystemVersion,MinorSubSystemVersion,Win32VersionValue,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,SubsystemStr,DllCharacteristics,DllCharacteristicsStr,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,peid,importcount,exportcount,anomalies,CodeEntropy
"CrowdResponse","0","","","","","","","","","error","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowdResponse","4","0","0","0","0","","","","","error","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowdResponse","1940","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","2156","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","2164","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","2244","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\system32\svchost.exe -k appmodel -p -s StateRepository","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","2252","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\System32\svchost.exe -k netsvcs -p -s ShellHWDetection","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","2368","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s WinHttpAutoProxySvc","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","2424","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\System32\spoolsv.exe","FALSE","C:\Windows\System32\","spoolsv.exe","774144","0x20","ARCHIVE","2018-09-15T07:28:24Z","2023-10-06T17:44:15Z","2018-09-15T07:28:24Z","Microsoft Corporation","Spooler SubSystem App","10.0.17763.1 (WinBuild.160101.0800)","spoolsv.exe","&#169; Microsoft Corporation. All rights reserved.","spoolsv.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","b54a80b1a307ce44c843edd080fea03e","48a666588fe797dd28366d4e0032f5919d3950b6","bc7f9f33041c4594b25ff937f385c6e8a6ba870d25f781283c2147bb80a60919","0x8664","AMD64","7","1982-09-17T17:31:12Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x6d800","0x51000","0x0","0x19250","0x140019250","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0xc3000","0x400","0xbe9ef","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x40000","0xc000","0x100000","0x1000","0x0","Unknown: 4883ec28e84b0400004883c428e91efeffffcccccccccccc","301","222","non_standard_build","79.747256"
"CrowdResponse","2488","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","2528","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-20","NETWORK SERVICE","NT AUTHORITY","C:\Windows\System32\svchost.exe -k NetworkService -p -s LanmanWorkstation","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","2788","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\system32\svchost.exe -k netsvcs -p -s TokenBroker","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1896","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\system32\svchost.exe -k LocalService -p -s CDPSvc","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","2976","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-20","NETWORK SERVICE","NT AUTHORITY","C:\Windows\system32\svchost.exe -k NetworkService -p -s CryptSvc","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","2544","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\System32\svchost.exe -k utcsvc -p","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","2432","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p -s DPS","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","3080","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\system32\svchost.exe -k netsvcs -p -s Winmgmt","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","3128","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TrkWks","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","3144","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\system32\svchost.exe -k netsvcs -p -s LanmanServer","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","3160","624","128","HIGH_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe""","FALSE","C:\Program Files\VMware\VMware Tools\","vmtoolsd.exe","99032","0x20","ARCHIVE","2020-03-30T15:46:06Z","2023-10-06T17:44:35Z","2020-03-30T15:46:06Z","VMware, Inc.","VMware Tools Core Service","11.0.6.19689","vmtoolsd","Copyright &#169; 1998-2020 VMware, Inc.","vmtoolsd.exe","VMware Tools","11.0.6 build-15940789","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","VMware, Inc.","Embedded","aca121d48147ff717bcd1da7871a5a76","aacea26a6d13b823f692b61efdfe8d762bf14380","da7e37ce59685964a3876ef1747964de1caabd13b3691b6a1d5ebed1d19c19ad","0x8664","AMD64","6","2020-03-30T22:13:19Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xf","0x8a00","0xb800","0x0","0x7980","0x140007980","0x1000","","0x140000000","0x1000","0x200","0x6","0x0","0x0","0x0","0x0","0x0","0x0","0x18000","0x400","0x22ae8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x100000","0x1000","0x100000","0x1000","0x0","Unknown: 4883ec28e8230700004883c428e96afeffffcccc40534883","272","","not_microsoft|non_standard_build|contain_eof_data","73.981008"
