Time,Entry Location,Entry,Enabled,Category,Profile,Description,Signer,Company,Image Path,Version,Launch String,MD5,SHA-1,PESHA-1,PESHA-256,SHA-256,IMP
12/08/2025 03:54,"HKLM\System\CurrentControlSet\Services","PerfHost",enabled,"Services",System-wide,"Performance Counter DLL Host: Enables remote users and 64-bit processes to query performance counters provided by 32-bit DLLs. If this service is stopped, only local users and 32-bit processes will be able to query performance counters provided by 32-bit DLLs.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\syswow64\perfhost.exe",10.0.17763.1,"%SystemRoot%\SysWow64\perfhost.exe",CC037C3D8F265E65F7200D9665D653FD,08D3D23C735DF2EA0546FCBCC2FEFEBB7D340216,4EBC3700B339EE552D653862C3058073903BB127,2CC3958323A7F7CFEF8F28B6C89FB3FACD9316FE23316124E24391C99E59A35A,68654262029A6F62DEE7F9D296A69A99DD6811C7AA6056DE40CE34440D4513CE,A1C222418608BCB31033CAA32FBD8D6A
02/05/1907 16:43,"HKLM\System\CurrentControlSet\Services","PhoneSvc",enabled,"Services",System-wide,"Phone Service: Manages the telephony state on the device","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\phoneservice.dll",10.0.17763.134,"%SystemRoot%\system32\svchost.exe -k LocalService -p",5AF01D674DEB0E5FF2B6B5F967A6473F,2A5BEFC15A8DE78050CBEF90B848D63C34DA8075,34741489565C42F8CE473FFD4424D9854A5DA291,4A3BF416BB4DBEB8EAD53FB379F4DBF2F4AC63CAD86319D7EC1D426C7E2380AC,161C5386A17FE54B9E85E30AD5BA092B1870938E5908697848F34C60F6E790A9,9E3D9398CE66F0455E40E10EA55AFCB5
20/10/2025 08:03,"HKLM\System\CurrentControlSet\Services","PimIndexMaintenanceSvc",enabled,"Services",System-wide,"Contact Data: Indexes contact data for fast contact searching. If you stop or disable this service, contacts might be missing from your search results.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\pimindexmaintenance.dll",10.0.17763.1,"%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup",68594C1DBB617C2F9669016DE4B5BA78,C8031CBF5AB446E790BE873003A33D4E0344B8F0,2E5906E86B35F301BDCE454FAED1FE24D70E5BD6,EA166F50028983D517421078B08FE088E13BB9D49B6C86864F70342E2DC6000F,AC1DD7E295BDD08543482A20A4D3337A7D989C7DB4A3D882BFE6C7F2E2E03616,4092E46724253DB7DDE7223F3B036F57
03/04/1932 22:00,"HKLM\System\CurrentControlSet\Services","PimIndexMaintenanceSvc_2245187",enabled,"Services",System-wide,"Contact Data_2245187: Indexes contact data for fast contact searching. If you stop or disable this service, contacts might be missing from your search results.","(Verified) Microsoft Windows Publisher","Microsoft Corporation","c:\windows\system32\svchost.exe",10.0.17763.1,"C:\Windows\system32\svchost.exe -k UnistackSvcGroup",8A0A29438052FAED8A2532DA50455756,A1385CE20AD79F55DF235EFFD9780C31442AA234,68BF3DA91310A277BC971C25F7F7F60EAE921B70,A42A20DA16F83B8467DCED74AB028B58D5927D15D9D74C5C7B0D5C9DAC042CB2,7FD065BAC18C5278777AE44908101CDFED72D26FA741367F0AD4D02020787AB6,247B9220E5D9B720A82B2C8B5069AD69
25/05/2011 07:33,"HKLM\System\CurrentControlSet\Services","pla",enabled,"Services",System-wide,"Performance Logs & Alerts: Performance Logs and Alerts Collects performance data from local or remote computers based on preconfigured schedule parameters, then writes the data to a log or triggers an alert. If this service is stopped, performance information will not be collected. If this service is disabled, any services that explicitly depend on it will fail to start.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\pla.dll",10.0.17763.1,"%SystemRoot%\System32\svchost.exe -k LocalServiceNoNetwork -p",8ADDEE39782CBEB49B4C3A8E9AA2DF56,39D0E4393D855FA6C08EF5FCFFEB198AAB325CEF,BD86C849559572EB5CDD9F38CA1C54A1451223E1,17B337A6F773F033C826A63A8B106675FC45014392DD262DA0E331296A4878EA,28A24A90C618E6004F32A20A2B13D0FAF3D71D1977FC2A1EF94A0585E318FD0F,17F96560F346CA9079CD710765E17854
05/07/1964 06:30,"HKLM\System\CurrentControlSet\Services","PlugPlay",enabled,"Services",System-wide,"Plug and Play: Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\umpnpmgr.dll",10.0.17763.1,"%SystemRoot%\system32\svchost.exe -k DcomLaunch -p",03BA8BB294CE2B52D9E8F64E94B4B402,1E81129C4035A573482ABFA570DE33A1D76E7A87,2EDC3C8C0EE3EECCD5A641F3E0A1CB5EFD50F1DB,5BB2226087EB2F0E3CB673F56D6DAE8A4CEDE214776E08598825149421AF7D60,A9E8217D7B1554A606D05510D5CE1DDE60944922A45401A8652F50218D4EC5CB,E10138ABBFD0907A6D5FBE97291962BB
30/03/1941 09:34,"HKLM\System\CurrentControlSet\Services","PNRPAutoReg",enabled,"Services",System-wide,"PNRP Machine Name Publication Service: This service publishes a machine name using the Peer Name Resolution Protocol.  Configuration is managed via the netsh context 'p2p pnrp peer' ","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\pnrpauto.dll",10.0.17763.1,"%SystemRoot%\System32\svchost.exe -k LocalServicePeerNet",142CF57538077D313B4B6226D2F7AFE3,A77E048DA68FBF93728A4FBE0E8B00F4077C82D6,A0F23CF0F86665A96B393008CB390CC5BB566B26,999E3FFB9F92BC49E9699C4FB203D08168337381DAFF8C5B38403E09931F5ACF,BAA1D2550529F259DCF2CCDECC8592271D4B7CD2365196AD99D75DB0CE7865B8,51884F1B08D0798E716F51BB845FB4DC
04/03/1940 18:04,"HKLM\System\CurrentControlSet\Services","PNRPsvc",enabled,"Services",System-wide,"Peer Name Resolution Protocol: Enables serverless peer name resolution over the Internet using the Peer Name Resolution Protocol (PNRP). If disabled, some peer-to-peer and collaborative applications, such as Remote Assistance, may not function.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\pnrpsvc.dll",10.0.17763.1,"%SystemRoot%\System32\svchost.exe -k LocalServicePeerNet",2B7F843E9FD1CFD5F1DAA523B2573698,5D066972974AA7113F8C772E75A8EF005F70F920,88C6DABA9B44C669E0400CB5B9EDE590A7D4F447,EC2DD57EF3278B090629045BEDE99EB815A5FA61853AF29F63CE51CDE16158A6,F7F1F89E9C4D3D6856F52C9AF7D3DCE12AF22A116888BE0AD4E724D2E73B1A04,37F774D87F855A0F404A69308F3151DA
09/10/1994 23:41,"HKLM\System\CurrentControlSet\Services","PolicyAgent",enabled,"Services",System-wide,"IPsec Policy Agent: Internet Protocol security (IPsec) supports network-level peer authentication, data origin authentication, data integrity, data confidentiality (encryption), and replay protection.  This service enforces IPsec policies created through the IP Security Policies snap-in or the command-line tool 'netsh ipsec'.  If you stop this service, you may experience network connectivity issues if your policy requires that connections use IPsec.  Also,remote management of Windows Defender Firewall is not available when this service is stopped.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\ipsecsvc.dll",10.0.17763.1,"%SystemRoot%\system32\svchost.exe -k NetworkServiceNetworkRestricted -p",62199BF94E3F7B05CF9A1DB1458423FE,CA69E9228F75D9753CABFD7A9919ED3632AF5423,54451F51A6F075EEF480A87216E33DDB97C7B47C,79B1DF70BB3FDE1F2EC28B1D037348E5D74D987CBEA39549BD9B1FE1CAE15C02,E848ADD76473A59C88EDC9696C6B947BF4B977936F2FD4AD23C2B50E16F949C2,01DD48733F0A92FE724A0555E8683F65
19/10/1922 20:47,"HKLM\System\CurrentControlSet\Services","Power",enabled,"Services",System-wide,"Power: Manages power policy and power policy notification delivery.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\umpo.dll",10.0.17763.1,"%SystemRoot%\system32\svchost.exe -k DcomLaunch -p",C1ADDE298CF5146E367CDE9C3FB0E940,B0F10B75C589E318702CBA8BEE638CE3AE68486F,CD2E784C18FF6EB6670CFD0D18DCE491896513FB,27737FA4FD6DA561B991291083E877E4291B9D782D8ABCF177D9347F5CC31298,411C12C0AD8035CE91E247239864A95593958FE3BBB6B73C313E16F6F9EFA017,5E90D52CC3D4B6DEA252D144D52923F9
29/03/2007 02:51,"HKLM\System\CurrentControlSet\Services","PrintNotify",enabled,"Services",System-wide,"Printer Extensions and Notifications: This service opens custom printer dialogue boxes and handles notifications from a remote print server or a printer. If you turn this service off, you won’t be able to see printer extensions or notifications.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\spool\drivers\x64\3\printconfig.dll",0.3.17763.348,"%SystemRoot%\system32\svchost.exe -k print",C09DBC003A4CA4142B4673B65A9E47A4,7889A641E73948E877660282920D78DB59D4F5AC,4EF0EFFFFC34CA34054CC080DA81EE87DA18144A,52A13D22E71C9D6621F84B9FF3BD2BD060B6C16333A3738B4DABB04CAFD2ED26,7B49BA6434CD4AF4B4BED759A52093D46D58BA9CC5665960A8AFFFE9D84C052B,F630A2602FE562C1890B6983C51E6B14
18/12/1933 10:19,"HKLM\System\CurrentControlSet\Services","PrintWorkflowUserSvc",enabled,"Services",System-wide,"PrintWorkflow: Print Workflow","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\printworkflowservice.dll",10.0.17763.1,"%SystemRoot%\system32\svchost.exe -k PrintWorkflow",3BEDBD3B2544074AB63F646618853A94,A38C3D85DD4F497F8706DF0168C3185116E58FD4,43EAE03A94B40C0C3E48A6EBAD52458CF2100F20,CE20728164EBA48B40B793D27D624B9D65619F8B62C3137D7FC3D2209592D9A0,5B8A97453021906CCDAF27E65B16933ECACB38F22CA88106A676C5AC7CEB4ADC,1D54B52A9E3EBA5CAA1CCD1D0BEC15AE
03/04/1932 22:00,"HKLM\System\CurrentControlSet\Services","PrintWorkflowUserSvc_2245187",enabled,"Services",System-wide,"PrintWorkflow_2245187: Print Workflow","(Verified) Microsoft Windows Publisher","Microsoft Corporation","c:\windows\system32\svchost.exe",10.0.17763.1,"C:\Windows\system32\svchost.exe -k PrintWorkflow",8A0A29438052FAED8A2532DA50455756,A1385CE20AD79F55DF235EFFD9780C31442AA234,68BF3DA91310A277BC971C25F7F7F60EAE921B70,A42A20DA16F83B8467DCED74AB028B58D5927D15D9D74C5C7B0D5C9DAC042CB2,7FD065BAC18C5278777AE44908101CDFED72D26FA741367F0AD4D02020787AB6,247B9220E5D9B720A82B2C8B5069AD69
08/03/1927 18:42,"HKLM\System\CurrentControlSet\Services","ProfSvc",enabled,"Services",System-wide,"User Profile Service: This service is responsible for loading and unloading user profiles. If this service is stopped or disabled, users will no longer be able to successfully sign in or sign out, apps might have problems getting to users' data, and components registered to receive profile event notifications won't receive them.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\profsvc.dll",10.0.17763.107,"%systemroot%\system32\svchost.exe -k netsvcs -p",A3AD9741C70ADDA664F704A38B5D7C38,1E4ABC3A864C55861E456666458273E602300C08,9FE6996862E4687560CD2E32BF5E0EF1A5D4376B,74C871D772A344ADB0FE493BFC920E3E99A76A09715F37F15389E9210B863B1D,D594A3EAA90372C223F26716D01D20F8EFF4FF4D2EF920FDD8B7D199A728314D,0DFE0CFF7B7D7B4A4CF7507CA534850E
02/02/1924 04:36,"HKLM\System\CurrentControlSet\Services","PushToInstall",enabled,"Services",System-wide,"Windows PushToInstall Service: Provides infrastructure support for the Microsoft Store.  This service is started automatically and if disabled then remote installations will not function properly.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\pushtoinstall.dll",10.0.17763.1,"%SystemRoot%\System32\svchost.exe -k netsvcs -p",9507F059F53CA14F496C025AF536EE95,16C8B9CD09823CB628615F16766178C5DE409590,A4CF4F8F5B117EC961E764FA98189D7662B7E29F,BAE10ECA3594BCF8AB557014B39A4E368C8AE3396DE6AA059E7DEDD141EE366D,AC994FAB7BBCC1EB8D630644B19C6906BF77EEB8E7CFEFC11F0EDC1E3CFABD44,43F7A07A9EE681745463ADA06AF2B426
11/10/1971 21:46,"HKLM\System\CurrentControlSet\Services","QWAVE",enabled,"Services",System-wide,"Quality Windows Audio Video Experience: Quality Windows Audio Video Experience (qWave) is a networking platform for Audio Video (AV) streaming applications on IP home networks. qWave enhances AV streaming performance and reliability by ensuring network quality-of-service (QoS) for AV applications. It provides mechanisms for admission control, run time monitoring and enforcement, application feedback, and traffic prioritization.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\qwave.dll",10.0.17763.1,"%windir%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p",1CCA2B375CD44A6A0389B9288F60E96D,B40D26C57CC2E95843D65D6D7936EF309923B0C8,E9305B462D0A8CF76E002D4A8D60EC7DC9231F56,104E87645EE8486496C58A2DCA7C3266A2DD1C49D648EE3DBF75F87D8A474EE2,ECEE1937E181FFB29E34EB8FDA38EC588C40A6A6481E3F369A6E341FACAD9727,7CF129EA31EDC7FD6556FC515B3B1377
05/04/1940 02:27,"HKLM\System\CurrentControlSet\Services","RasAuto",enabled,"Services",System-wide,"Remote Access Auto Connection Manager: Creates a connection to a remote network whenever a program references a remote DNS or NetBIOS name or address.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\rasauto.dll",10.0.17763.1,"%SystemRoot%\System32\svchost.exe -k netsvcs -p",4E5BE8E17E8987912A9EBC84925A57F2,0F326F209CD44AA27A3FAAC4A7C046E7EF19BD38,64EC9C872EBD4F5192BEB1A3C18C6CE7E4D2DF34,669E7B1AD73EE91D9C0B22AF82587F808C588A85F3BA879F899030688500E208,0A8BABEE1BF6593CEDD7B8CB1E6D4FCFF0C29E0151CA4CFD64A06182E5691C08,088F671DBBEC0BBE76643C55479BD103
25/04/1999 07:16,"HKLM\System\CurrentControlSet\Services","RasMan",enabled,"Services",System-wide,"Remote Access Connection Manager: Manages dial-up and virtual private network (VPN) connections from this computer to the Internet or other remote networks. If this service is disabled, any services that explicitly depend on it will fail to start.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\rasmans.dll",10.0.17763.348,"%SystemRoot%\System32\svchost.exe -k netsvcs",ADB72733E37E231C6A972F41CA0553AC,2E7BF6D676F6296A5AE63DC5D42EA355A245EF91,46AD91F1B434D453DA0CFFBBDD0BF30445456BA3,7150E24FED80C760893D5EC8AB682559BAA96C7693FDDF05FD0FF31429DF359D,46CE946CC8194F2B4204F06493A6E0862C850EE5455DF6118875E940828BEF05,DBA9680E40D77BF7D1229946A9755FD4
08/06/1908 18:46,"HKLM\System\CurrentControlSet\Services","RetailDemo",enabled,"Services",System-wide,"Retail Demo Service: The Retail Demo service controls device activity while the device is in retail demo mode.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\rdxservice.dll",10.0.17763.1,"%SystemRoot%\System32\svchost.exe -k rdxgroup",1DA817E5217CD0C05DE9EE377E059705,11DFA94457F1D45E02A5A95467D2873F4AEFA1C8,1FD72D9A227DE373FEF2C72AF94F206114695E98,503FD03EC6C8970EB16BF55926084C32E9E74545BC716B59DE8E09AA9CF4C96E,70AF029D76B2FB439D88618434C21C380A64E32CCE39E0EA1A8CBD60EE23EABE,D0AA5B4DB4D0577DC8692920DBDE5A4B
20/07/2019 10:55,"HKLM\System\CurrentControlSet\Services","RmSvc",enabled,"Services",System-wide,"Radio Management Service: Radio Management and Airplane Mode Service","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\rmapi.dll",10.0.17763.348,"%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted",3E8F9DDF476E9B93035208345046C8EA,58950E72EED58102F19B0B9FA8C09E182C4AE7C3,2E0138EB1A9AF4E3A82BFAC2010EE91FCE956E11,D6BCF60948F35B6AC531474710C2C9C492079FE16EBE4ACE3D324CFF6A89232A,6DA97C73D87EA7FA5612D803A888607C0A3AA1885D9F654A630F7E096CF9A0BB,A6F705231E421F2B46695A1DC48301E6
22/02/1913 16:33,"HKLM\System\CurrentControlSet\Services","RpcEptMapper",enabled,"Services",System-wide,"RPC Endpoint Mapper: Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled, programs using Remote Procedure Call (RPC) services will not function properly.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\rpcepmap.dll",10.0.17763.1,"%SystemRoot%\system32\svchost.exe -k RPCSS -p",F5645D54232AFA55E57927C9E0D24267,0AA948EAF7B90380C889F70598F0051C4C0EA9BE,898479C2A4242E452C9883011F0AC40380A99C14,3F81124B9B24E997A2B5973DA201CF2F3EB7C93C1363F90FF9C7F3E288FDC55D,5790D6821D9F8DD44F53F4DEDCF1C9F0746D890F14874BAA8B7239F64C13A0E2,A3B1793AE20F877EFB9A55497D578AEB
05/10/1970 18:26,"HKLM\System\CurrentControlSet\Services","RpcLocator",enabled,"Services",System-wide,"Remote Procedure Call (RPC) Locator: In Windows 2003 and earlier versions of Windows, the Remote Procedure Call (RPC) Locator service manages the RPC name service database. In Windows Vista and later versions of Windows, this service does not provide any functionality and is present for application compatibility.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\locator.exe",10.0.17763.1,"%SystemRoot%\system32\locator.exe",A0DD6042F7734F61D55D6A62D60FE498,47D3CD96D2D9776F4CCE212859EAD98E2B4FC4DF,59565DBE8FFB2D4A88E341D2148CBA7F8B6DC9F9,AA5DEE2A205FFB2BAC7EE69DECDA27AA973A2733DE134DC349A931B067DA50C1,8B5743D4ACF8C571F039F83464672306D9F899E4C8512FAB9538807C43DF4A67,CBECBDF0E16268273DCA4CB132D15D23
16/02/1946 10:36,"HKLM\System\CurrentControlSet\Services","RpcSs",enabled,"Services",System-wide,"Remote Procedure Call (RPC): The RPCSS service is the Service Control Manager for COM and DCOM servers. It performs object activations requests, object exporter resolutions and distributed garbage collection for COM and DCOM servers. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the RPCSS service running.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\rpcss.dll",10.0.17763.348,"%SystemRoot%\system32\svchost.exe -k rpcss -p",05197CDF0C771BC0B8C2D5F4A88E0055,9518FFE0EB544F67A9953456D162A97F81C9595A,FC9E82B42BA9027015C5820503E35FE5AB72CB70,641F40FD0940BFA05AD3D9809E9C5F571D60F77492B4CEEA196DA4838AE4AAAE,DAD8B566CF3B72D215DD0AD70EF2C12EB700939ECDB7AE20C75E1469D069FC52,CDDE2DEF2451F611C84C940EBA05883E
03/06/1962 23:17,"HKLM\System\CurrentControlSet\Services","SamSs",enabled,"Services",System-wide,"Security Accounts Manager: The startup of this service signals other services that the Security Accounts Manager (SAM) is ready to accept requests.  Disabling this service will prevent other services in the system from being notified when the SAM is ready, which may in turn cause those services to fail to start correctly. This service should not be disabled.","(Verified) Microsoft Windows Publisher","Microsoft Corporation","c:\windows\system32\lsass.exe",10.0.17763.1,"%SystemRoot%\system32\lsass.exe",568C5CBF9877F6B9E39D1E7CA0FF0A36,0FB26350106C9BDD196D4E7D01EB30007663687C,0C862C52CFD7F91440C1DAC58360DB15C51D7BFF,BD5901A617BE5B8E60260B8FCFA920C5879A686CED485ADFBF4E212A573EFE5F,BBC83E4759D4B82BAD31E371AD679AA414C72273BF97CEE5AED8337ED8A4D79F,09FDE88C65E2BC5F1F90E96B673C52B1
25/04/1939 04:27,"HKLM\System\CurrentControlSet\Services","SCardSvr",enabled,"Services",System-wide,"Smart Card: Manages access to smart cards read by this computer. If this service is stopped, this computer will be unable to read smart cards. If this service is disabled, any services that explicitly depend on it will fail to start.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\scardsvr.dll",10.0.17763.1,"%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation",92FB066DF4943FDDC571CD9EE434B390,A9969A4C17080718DB8C35B4499984009554CAD1,CD5907DE4E6074D39F7ED3DE5D64E45822E43E5C,5D3AF18400C25A76515A1EA87AB0B822C620D4974DFBB1CB75706276324A1D39,45BD7E3610CA078268D1B224596EA5A9D361CF9B3CB2C97F4EADEC3B82318806,C39E924C3B48538D4379312619CC0555
31/08/1945 01:27,"HKLM\System\CurrentControlSet\Services","ScDeviceEnum",enabled,"Services",System-wide,"Smart Card Device Enumeration Service: Creates software device nodes for all smart card readers accessible to a given session. If this service is disabled, WinRT APIs will not be able to enumerate smart card readers.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\scdeviceenum.dll",10.0.17763.1,"%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted",0713B90453D4D465F67DEF4A2FC8EFB5,01C4E033FAFC5C6DA0CE484E6DF153A54EF28DF6,26E600613D923E34703723048D7403E54D782887,492D969CB534AA0333F1E27DEA4A6876DF293BC70F87C7E95E4B4A828E12B72F,C04D14A53BA8823485DCC1B9DB215B04621AD89920BB1E4667E98E7AB1CF5101,0032DF60809C76F64AA0C3946400D869
16/09/2020 06:55,"HKLM\System\CurrentControlSet\Services","Schedule",enabled,"Services",System-wide,"Task Scheduler: Enables a user to configure and schedule automated tasks on this computer. The service also hosts multiple Windows system-critical tasks. If this service is stopped or disabled, these tasks will not be run at their scheduled times. If this service is disabled, any services that explicitly depend on it will fail to start.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\schedsvc.dll",10.0.17763.292,"%systemroot%\system32\svchost.exe -k netsvcs -p",014E2721C62F10B371AC216D209CFAAE,FBC3CACB31582A5FDE2D8771F804B2507704B950,B2305BB6CC99F322CB1B6E1B53B4CEA557C6EEC8,1B4DB717A94DFEF5081F25B1A3356C787D26585DF1BF0D14F0B33F862CC9D46B,D7796C7A709EC3D1059514BE2E841E79F955CD95F9BA04935D74CE17E832E6F7,4D6C58EE41CF7A247FD4ECE053921164
16/06/1922 05:49,"HKLM\System\CurrentControlSet\Services","SCPolicySvc",enabled,"Services",System-wide,"Smart Card Removal Policy: Allows the system to be configured to lock the user desktop upon smart card removal.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\certprop.dll",10.0.17763.1,"%SystemRoot%\system32\svchost.exe -k netsvcs",0AA32D46BBEC1509B13FFBFB00C26116,D2D716680C6C986B98339FF4DA7195885D3BBA49,037232CF36E847EE14576FB5C902F7B409FF3EF5,70D2B2983296E0BB9F43995EB263DAFC27E3BA49298D4FC71954CDE78A26399F,5B14509A04B3D5DF44A0CC35CFB68F91852C7E0712AD6A10EE5D8930DF62B84A,528C3DD8C49AB28C7AC5159D750F6322
07/12/2024 07:03,"HKLM\System\CurrentControlSet\Services","SDRSVC",enabled,"Services",System-wide,"Windows Backup: Provides Windows Backup and Restore capabilities.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\sdrsvc.dll",10.0.17763.1,"%SystemRoot%\system32\svchost.exe -k SDRSVC",5443C69569DB315B5015DD8E9004071B,D3034B332678C42FCA107D16A2A6506E63E6EFBF,6D6EEC95AC8085FC10E299B221CFDDC52F0879A9,EF8AC57A91E222404784F660005E49DA7DDD2331AE8BD6B86FA9DFC13BCEEFC9,805A50808F24F2CFDF506BFAAC78AE4768AF5098D157FD7A6493F958C170D8B3,158CEF428443AE50302D9E8E9E75D78E
25/12/1931 11:56,"HKLM\System\CurrentControlSet\Services","seclogon",enabled,"Services",System-wide,"Secondary Logon: Enables starting processes under alternate credentials. If this service is stopped, this type of log-on access will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\seclogon.dll",10.0.17763.1,"%windir%\system32\svchost.exe -k netsvcs -p",F3F8232DF651CFC4DBCF4C5BAB61CFCC,CAB9DE2583E8DF24F38BDAAE20FF2432500BA492,DE885F3750B1176C2D18A13B55A50C09F77BE5A5,22351441F5FB3E13EB0656AD0247FDDF2F5C9228461317B09290A75615A49CA7,F1555CA0D23D9FC065AF0D02355AFECEA9161029B402F74016B3F69E0BEBAD09,B4CC945C4478763CC6A46E35E4598994
21/09/1966 22:11,"HKLM\System\CurrentControlSet\Services","SecurityHealthService",enabled,"Services",System-wide,"Windows Security Service: Windows Security Service handles unified device protection and health information","(Verified) Microsoft Windows Publisher","Microsoft Corporation","c:\windows\system32\securityhealthservice.exe",4.18.1807.16384,"%SystemRoot%\system32\SecurityHealthService.exe",8A5D2B1121B8E61A504E325BE5647751,61943CBEEE742DF6C1B530F76D37D6822159356D,3CB579C32FEA7A224B8B4174426D0C3F76661C8F,5DA1EA2E096101144BE7EC1F87FC70AD0EA907546765472AAA8816E3BFED3EC0,359B9F5426377A2706913AC56CEC43AB2F0538CCD788D6FDF2DCE21554DDDB3A,7A867126866D220C502E98CC873FED68
06/09/2035 05:06,"HKLM\System\CurrentControlSet\Services","SEMgrSvc",enabled,"Services",System-wide,"Payments and NFC/SE Manager: Manages payments and Near Field Communication (NFC) based secure elements.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\semgrsvc.dll",10.0.17763.1,"%SystemRoot%\system32\svchost.exe -k LocalService -p",DB10A49052B94A7D55B5A60E7F18CC36,9723067053A42830671BC9EED9EDB536F0C5FE75,09F8C7D201CE960AB9ECEDFA21C06EF2A2641537,D677833075B1C057116FF6D6D05D081B108B98C64BED21F78E97900EC3D7F739,6E633AC158FAADAB55908B029BA516B3D7C9FCFF3DCA555510024B4C8992B282,E87B79E7DF3E1EBCBBF9908C6F6163CC
01/04/2029 15:19,"HKLM\System\CurrentControlSet\Services","SENS",enabled,"Services",System-wide,"System Event Notification Service: Monitors system events and notifies subscribers to COM+ Event System of these events.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\sens.dll",10.0.17763.1,"%SystemRoot%\system32\svchost.exe -k netsvcs -p",EE711439FD0F1293B43F0FE195E5C073,CB06F18BEAC752F8E2CBA2EC57C8925364754AE4,83356C48D792829CCDDF19BB7D40B80AAF06C580,F257612203B0D383E734097716C18AECC8A4059F40C767588C8D687B83EC892C,9F96ACC449D72C08212756E422C2037F82C2135CCD0907E00EB16582F0AB1A6D,C0FC8775B0387BDDAEF1B3E856409500
26/05/1974 12:10,"HKLM\System\CurrentControlSet\Services","Sense",enabled,"Services",System-wide,"Windows Defender Advanced Threat Protection Service: Windows Defender Advanced Threat Protection service helps protect against advanced threats by monitoring and reporting security events that happen on the computer.","(Verified) Microsoft Windows Publisher","Microsoft Corporation","c:\program files\windows defender advanced threat protection\mssense.exe",10.5850.17763.348,"""%ProgramFiles%\Windows Defender Advanced Threat Protection\MsSense.exe""",3B8236B943E51A7BA67207097B4A98FE,BF1A2C7FC8E7CB4D5B4BB9D1DCBD4099BB121719,9CC94E7E2FF7DF341671D4854BC2AC131BE2262B,5A1229BC24AFC56637221DA80D3CFBB7109C1E797131C1740956FB87E6F3F2C0,3CD7B99E8D7E0D77368A5F1EF431959E03E497B983B36730FDA97BA39281C49A,36EF12720051FC0AE69629FD62AEAE55
13/03/1946 01:35,"HKLM\System\CurrentControlSet\Services","SensorDataService",enabled,"Services",System-wide,"Sensor Data Service: Delivers data from a variety of sensors","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\sensordataservice.exe",10.0.17763.1,"%SystemRoot%\System32\SensorDataService.exe",E77A116240C022634504C54ACA876E62,F987BDB80EC55E443ED3EC01465D66A74C4FB69F,65545D7AD617BC0DBED13F9507EF2E2F0AABA9C8,3C8E8BFF93BD1A9B8CD2293C42DBAD0467367FEF69C0766535CB211FDF2CB069,071E545DAAE61B9ADED9D889BF4E8D953D825C1203793F9B4C09E02550544216,BF8CA776FCD758066A7B45AADC6B7F37
