system,driver_file,driver_base,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256
"CrowdResponse","\SystemRoot\System32\drivers\partmgr.sys","0xFFFFF80648C90000","C:\Windows\System32\drivers\","partmgr.sys","176440","0x20","ARCHIVE","2019-03-12T06:33:19Z","2023-10-06T17:44:25Z","2019-03-12T06:33:19Z","Microsoft Corporation","Partition driver","10.0.17763.1 (WinBuild.160101.0800)","partmgr.sys","&#169; Microsoft Corporation. All rights reserved.","partmgr.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","c3ff837cf6a7b10e6958bdbab489f97f","1d7e1654afbe8f9fad74ba78536d37145c6f7b70","853eb235c0c3929cf037b433d47e0a4ec845171cd0d426da4f79c71b0d9cff06"
"CrowdResponse","\SystemRoot\System32\drivers\intelide.sys","0xFFFFF80648CC0000","C:\Windows\System32\drivers\","intelide.sys","19456","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-10-06T17:44:23Z","2018-09-15T07:28:18Z","Microsoft Corporation","Intel PCI IDE Driver","10.0.17763.1 (WinBuild.160101.0800)","intelide.sys","&#169; Microsoft Corporation. All rights reserved.","intelide.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","9e3efa9ec7c87d20706e7a545773415a","3a114c8630b05bfb7e7fad22c4b944cf1c693efb","955ac981eda18678074b82eb30746723f1ff3c818ef650c0e6a13b87275a6f33"
"CrowdResponse","\SystemRoot\System32\drivers\PCIIDEX.SYS","0xFFFFF80648CD0000","C:\Windows\System32\drivers\","PCIIDEX.SYS","56320","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-09-20T10:23:45Z","2018-09-15T07:28:18Z","Microsoft Corporation","PCI IDE Bus Driver Extension","10.0.17763.1 (WinBuild.160101.0800)","pciidex.sys","&#169; Microsoft Corporation. All rights reserved.","pciidex.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","81756173864631badc241a52e20f0742","6db129d809914487b4c7888d13fe48199abb3356","a352dec995f9e74ddcded0f3118193f5223dc9658a0aa2c1848ee0ee42e14b58"
"CrowdResponse","\SystemRoot\System32\drivers\spaceport.sys","0xFFFFF80648CF0000","C:\Windows\System32\drivers\","spaceport.sys","651576","0x20","ARCHIVE","2019-03-12T06:32:58Z","2023-10-06T17:44:26Z","2019-03-12T06:32:58Z","Microsoft Corporation","Storage Spaces Driver","10.0.17763.1 (WinBuild.160101.0800)","spaceport.sys","&#169; Microsoft Corporation. All rights reserved.","spaceport.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","2482b49bb217591a47248a95efbb8eea","3b465e3bcc98af6cd352155544bc39f79d80575e","9e50455a06bdbcee9216914f7a0952a2ba762d2fa41f23782ac0932d11e08644"
"CrowdResponse","\SystemRoot\System32\drivers\volmgr.sys","0xFFFFF80648DA0000","C:\Windows\System32\drivers\","volmgr.sys","90112","0x20","ARCHIVE","2019-03-12T06:32:58Z","2023-10-06T17:44:28Z","2019-03-12T06:32:58Z","Microsoft Corporation","Volume Manager Driver","10.0.17763.1 (WinBuild.160101.0800)","volmgr.sys","&#169; Microsoft Corporation. All rights reserved.","volmgr.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","88afcf1b2c10a5175ae5f7fc22b64851","d15ba28dbfa84be78db9103a6f7af5da8bae66ea","84f636d284abff65bf5d11e72cfd404dc7eae1d3ceb866100f94438aa7709cc0"
"CrowdResponse","\SystemRoot\System32\drivers\volmgrx.sys","0xFFFFF80648DC0000","C:\Windows\System32\drivers\","volmgrx.sys","389944","0x20","ARCHIVE","2018-09-15T07:29:16Z","2023-10-06T17:44:28Z","2018-09-15T07:29:16Z","Microsoft Corporation","Volume Manager Extension Driver","10.0.17763.1 (WinBuild.160101.0800)","volmgrx.sys","&#169; Microsoft Corporation. All rights reserved.","volmgrx.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","23c594cf5049df2096d2d9ecbadef29f","6b6718c7fdb3d8e34a785ef7ce19ef6411272d24","825446211c0b08639edc2debc9c74f691dddc28a957f3f3b9b5e1fc506b0c627"
"CrowdResponse","\SystemRoot\system32\DRIVERS\vsock.sys","0xFFFFF80648E30000","C:\Windows\system32\DRIVERS\","vsock.sys","103224","0x20","ARCHIVE","2020-11-06T12:29:57Z","2023-10-06T17:44:28Z","2019-12-27T00:27:36Z","VMware, Inc.","VMware vSockets Service","9.8.16.0","vsock.sys","Copyright &#169; 1998-2019 VMware, Inc.","vsock.sys","VMware vSockets Service","9.8.16.0 build-14168184","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","VMware, Inc.","Embedded","b3f61f5beb0bb56f135cb4893348a6e7","09fceacc264e8e847938f6784df0a26a031f9433","9d012e07777f1afbab7a8a48bc18701a7262e0be6e1ce721ffbe97d4e2bfea6c"
"CrowdResponse","\SystemRoot\System32\drivers\vmci.sys","0xFFFFF80648E50000","C:\Windows\System32\drivers\","vmci.sys","104888","0x20","ARCHIVE","2021-11-30T14:53:40Z","2023-10-06T17:44:28Z","2021-11-30T14:53:40Z","VMware, Inc.","VMware PCI VMCI Bus Device","9.8.18.0","vmci.sys","Copyright &#169; 1998-2021 VMware, Inc.","vmci.sys","VMware PCI VMCI Bus Device","9.8.18.0 build-18956547","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Hardware Compatibility Publisher","Embedded","339e79b21cd73fe1174b56d6032e40d2","d85e6a6a585fe4eba6f2601ae97a9db171f2b5b1","91e68a9891339a8db757c9eceb65371db83822fa56305d61330e50194dc97131"
"CrowdResponse","\SystemRoot\System32\drivers\mountmgr.sys","0xFFFFF80648E70000","C:\Windows\System32\drivers\","mountmgr.sys","112440","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:44:24Z","2018-09-15T07:28:45Z","Microsoft Corporation","Mount Point Manager","10.0.17763.1 (WinBuild.160101.0800)","mountmgr.sys","&#169; Microsoft Corporation. All rights reserved.","mountmgr.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","6b0b650460a7501e3f01c191f865e298","d5b3a6de530dfced1d9b97b32be6d8b6474c3cdf","443d1512a408695aae94e4392554f7fc38faa4f9a4139ce5e08845e11f3ee0a0"
"CrowdResponse","\SystemRoot\System32\drivers\atapi.sys","0xFFFFF80648E90000","C:\Windows\System32\drivers\","atapi.sys","30208","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-10-06T17:44:20Z","2018-09-15T07:28:18Z","Microsoft Corporation","ATAPI IDE Miniport Driver","10.0.17763.1 (WinBuild.160101.0800)","atapi.sys","&#169; Microsoft Corporation. All rights reserved.","atapi.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","a39c05b19c079401a9af8a2ef3067b64","f0ef55fc029b1702ceb7476d5f4fe5d74ee5bdb3","d9d2181fdb7ea3356075bce11b4fa06292bc14afb122b6e25138efcdcd7a5ac9"
"CrowdResponse","\SystemRoot\System32\drivers\ataport.SYS","0xFFFFF80648EA0000","C:\Windows\System32\drivers\","ataport.SYS","203264","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-09-20T10:23:45Z","2018-09-15T07:28:18Z","Microsoft Corporation","ATAPI Driver Extension","10.0.17763.1 (WinBuild.160101.0800)","ataport.sys","&#169; Microsoft Corporation. All rights reserved.","ataport.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","07bbbaa556be0cfad076056b669722d4","5fc2c1d2590aecff5043a1a138ff8f50d6e9abdc","385032b1f5861aa2a6a4818e998e44080643d1befc2af8dc30ede1d6704b7e56"
"CrowdResponse","\SystemRoot\System32\drivers\storahci.sys","0xFFFFF80648EE0000","C:\Windows\System32\drivers\","storahci.sys","164344","0x20","ARCHIVE","2019-03-12T06:32:58Z","2023-10-06T17:44:26Z","2019-03-12T06:32:58Z","Microsoft Corporation","MS AHCI Storport Miniport Driver","10.0.17763.168 (WinBuild.160101.0800)","storahci.sys","&#169; Microsoft Corporation. All rights reserved.","storahci.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.168","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","9da9203768e6961ab5db302daf9d3347","0a5c6af76d9d4b1f8aabac05ed88c28173dc505d","b16936f26d1243fe34573efe9215e530a31e9aca5e3289f3bed3fa50375c8b3c"
"CrowdResponse","\SystemRoot\System32\drivers\storport.sys","0xFFFFF80648F10000","C:\Windows\System32\drivers\","storport.sys","612368","0x20","ARCHIVE","2019-03-12T06:33:02Z","2023-10-06T17:05:17Z","2019-03-12T06:33:02Z","Microsoft Corporation","Microsoft Storage Port Driver","10.0.17763.292 (WinBuild.160101.0800)","storport.sys","&#169; Microsoft Corporation. All rights reserved.","storport.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.292","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","126557dd7af0b458f90f94b805788f47","84802b3b4f2e7f527614dd67b9374505b25ec1e7","12e417f3029e45319e69fca632faf49c45ffa9ab7b7509b41a9b643de654b2a5"
"CrowdResponse","\SystemRoot\System32\drivers\stornvme.sys","0xFFFFF80648FB0000","C:\Windows\System32\drivers\","stornvme.sys","132104","0x20","ARCHIVE","2019-03-12T06:32:58Z","2023-10-06T17:44:26Z","2019-03-12T06:32:58Z","Microsoft Corporation","Microsoft NVM Express Storport Miniport Driver","10.0.17763.292 (WinBuild.160101.0800)","stornvme.sys","&#169; Microsoft Corporation. All rights reserved.","stornvme.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.292","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","436699fd22ae4e92e4203a8c7c7b6cb1","8667455a1aa247030f8c24a31135c3d6d6a67a9c","08570d25d647b808e9dfd068ed5ba1012749e528c1e359c2162af92784271dae"
"CrowdResponse","\SystemRoot\System32\drivers\EhStorClass.sys","0xFFFFF80648FE0000","C:\Windows\System32\drivers\","EhStorClass.sys","90936","0x20","ARCHIVE","2018-09-15T07:29:16Z","2023-10-06T17:44:21Z","2018-09-15T07:29:16Z","Microsoft Corporation","Enhanced Storage Class driver for IEEE 1667 devices","10.0.17763.1 (WinBuild.160101.0800)","EhStorClass.sys","&#169; Microsoft Corporation. All rights reserved.","EhStorClass.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","106290b54a85834c0e6eb005bc54ad31","549c25da91ef09a7bc6c5cbe5d12679d9bd31868","3078e5a5aee958550a0e21e68ffb09eb8b28e150d63d4d36d1ff0eea74750d2a"
"CrowdResponse","\SystemRoot\System32\drivers\fileinfo.sys","0xFFFFF80649000000","C:\Windows\System32\drivers\","fileinfo.sys","94224","0x20","ARCHIVE","2019-03-12T06:33:16Z","2023-10-06T17:44:22Z","2019-03-12T06:33:16Z","Microsoft Corporation","FileInfo Filter Driver","10.0.17763.194 (WinBuild.160101.0800)","FileInfo.sys","&#169; Microsoft Corporation. All rights reserved.","FileInfo.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.194","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","e310c8faf33e175aa3664297d77f63cf","2e491bb85abff9793082519c0b127445e63902fd","fb868054a068344c9357ce15650baa292da4f611ea96fe7731896fe873eb5549"
"CrowdResponse","\SystemRoot\System32\Drivers\Wof.sys","0xFFFFF80649020000","C:\Windows\System32\Drivers\","Wof.sys","224056","0x20","ARCHIVE","2018-09-15T07:28:42Z","2023-10-06T17:44:29Z","2018-09-15T07:28:42Z","Microsoft Corporation","Windows Overlay Filter","10.0.17763.1 (WinBuild.160101.0800)","wof.sys","&#169; Microsoft Corporation. All rights reserved.","wof.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","7bdd8cd05d67cdc66e00d061f0f5f010","2d6e4d1b3cdd6e977bd57b6910b6ffa067592a1c","e80b5ff710af9f6502822470a5fe6eed21889f039052b2e8cac4866f74500838"
"CrowdResponse","\SystemRoot\system32\drivers\wd\WdFilter.sys","0xFFFFF80649060000","C:\Windows\system32\drivers\wd\","WdFilter.sys","574872","0x20","ARCHIVE","2023-09-18T10:56:37Z","2023-10-06T17:44:28Z","2023-09-18T10:56:37Z","Microsoft Corporation","Microsoft antimalware file system filter driver","4.18.23080.2006 (04d8e871ffe7ba6b2204046883e1ad9b7a5989ce)","WdFilter","&#169; Microsoft Corporation. All rights reserved.","WdFilter.sys","Microsoft&#174; Windows&#174; Operating System","4.18.23080.2006","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","c85994fb5d764f22af063c4c863e0607","37f400bebf765ada5f13862bd517351d9fbaa8a9","820e9c6889026c376df13ce7d16c1ee90a1358c9c56401de3364c961d0306268"
"CrowdResponse","\SystemRoot\System32\Drivers\Ntfs.sys","0xFFFFF80649A80000","C:\Windows\System32\Drivers\","Ntfs.sys","2626360","0x20","ARCHIVE","2019-03-12T06:33:18Z","2023-10-06T17:44:25Z","2019-03-12T06:33:19Z","Microsoft Corporation","NT File System Driver","10.0.17763.1 (WinBuild.160101.0800)","ntfs.sys","&#169; Microsoft Corporation. All rights reserved.","ntfs.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","c42c1d862218578d3032da549bd843ff","add2331e9dc02d7e5e5111dfa859b54ac01a9f82","d5d5aea846792a87bafcfcc3bc5fc57316b83a71269f3376a647d25c65368bec"
"CrowdResponse","\SystemRoot\System32\Drivers\Fs_Rec.sys","0xFFFFF80649D10000","C:\Windows\System32\Drivers\","Fs_Rec.sys","35328","0x20","ARCHIVE","2018-09-15T07:28:46Z","2023-09-20T10:23:45Z","2018-09-15T07:28:46Z","Microsoft Corporation","File System Recognizer Driver","10.0.17763.1 (WinBuild.160101.0800)","fs_rec.sys","&#169; Microsoft Corporation. All rights reserved.","fs_rec.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","9e51939b8d292bbf77c380f5bc4d31a0","a7b3b6d537711aea0ce6cc62a9f3f1b87a18d420","9535e81bd9f0d626e497310b98ad1be501dffffedb1e568bb4d822841343ba90"
"CrowdResponse","\SystemRoot\system32\drivers\ndis.sys","0xFFFFF80649600000","C:\Windows\system32\drivers\","ndis.sys","1360696","0x20","ARCHIVE","2019-03-12T06:33:18Z","2023-10-06T17:44:24Z","2019-03-12T06:33:18Z","Microsoft Corporation","Network Driver Interface Specification (NDIS)","10.0.17763.1 (WinBuild.160101.0800)","NDIS.SYS","&#169; Microsoft Corporation. All rights reserved.","NDIS.SYS.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","1f2c597934870a19e6e257f03ebbaec5","a2190f733385934bad250274d8305978f5563ff5","0b27f067d0a213291276d7e7b230ae223f9c035f6eed3c3a18c7ac5e6a445713"
"CrowdResponse","\SystemRoot\system32\drivers\NETIO.SYS","0xFFFFF80649760000","C:\Windows\system32\drivers\","NETIO.SYS","588304","0x20","ARCHIVE","2019-03-12T06:33:18Z","2023-10-06T12:43:30Z","2019-03-12T06:33:18Z","Microsoft Corporation","Network I/O Subsystem","10.0.17763.292 (WinBuild.160101.0800)","netio.sys","&#169; Microsoft Corporation. All rights reserved.","netio.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.292","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","d47d408ea0bc5b3a6ac1ad48d84e0e12","c91fc9241e569b18db5980291f3440d44b6a6161","750e73ed952d1ed554678de2dc36a24b108fa32d48075d761d987eb37cdc0ebc"
"CrowdResponse","\SystemRoot\System32\Drivers\ksecpkg.sys","0xFFFFF80649800000","C:\Windows\System32\Drivers\","ksecpkg.sys","178696","0x20","ARCHIVE","2019-03-12T06:33:03Z","2023-10-06T17:44:23Z","2019-03-12T06:33:03Z","Microsoft Corporation","Kernel Security Support Provider Interface Packages","10.0.17763.253 (WinBuild.160101.0800)","ksecpkg.sys","&#169; Microsoft Corporation. All rights reserved.","ksecpkg.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.253","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","c0918d2bf091209b07267ef4ec780651","9b62bf6ac5c6edaa638d949e5a56a08320e5a3d5","bc780526cb1e5bc1b4b969b1b828da7c500bc2f0f3bb9b7fec4e3d541cb039db"
"CrowdResponse","\SystemRoot\System32\drivers\tcpip.sys","0xFFFFF8064A4B0000","C:\Windows\System32\drivers\","tcpip.sys","2926904","0x20","ARCHIVE","2019-03-12T06:33:19Z","2023-10-06T17:44:27Z","2019-03-12T06:33:19Z","Microsoft Corporation","TCP/IP Driver","10.0.17763.1 (WinBuild.160101.0800)","tcpip.sys","&#169; Microsoft Corporation. All rights reserved.","tcpip.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","b0831647c95c4eb1496db8c9c6304d20","170ca85236fea23a4b3524732f030fcab1850c3f","4080783b765548733d8e4214486e5b8d16a286d59784c2cc5ff20cd7c4d43fc5"
"CrowdResponse","\SystemRoot\System32\drivers\fwpkclnt.sys","0xFFFFF80649E00000","C:\Windows\System32\drivers\","fwpkclnt.sys","474936","0x20","ARCHIVE","2019-03-12T06:33:19Z","2023-10-06T12:43:30Z","2019-03-12T06:33:19Z","Microsoft Corporation","FWP/IPsec Kernel-Mode API","10.0.17763.379 (WinBuild.160101.0800)","fwpkclnt.sys","&#169; Microsoft Corporation. All rights reserved.","fwpkclnt.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.379","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","78d0c3a0c54075b5c1fb1724b7cadd3d","8e2c7724f5efd5f724953243eb2ab551eaa51836","40fbf46e680dccd1c88f015511c52b7fc6983daa8397b20324c16efce62e25a4"
"CrowdResponse","\SystemRoot\System32\drivers\wfplwfs.sys","0xFFFFF80649E80000","C:\Windows\System32\drivers\","wfplwfs.sys","179712","0x20","ARCHIVE","2018-09-15T07:28:36Z","2023-10-06T17:44:28Z","2018-09-15T07:28:36Z","Microsoft Corporation","WFP NDIS 6.30 Lightweight Filter Driver","10.0.17763.1 (WinBuild.160101.0800)","WFPLWFS.SYS","&#169; Microsoft Corporation. All rights reserved.","WFPLWFS.SYS.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","f2e1963a78b8ccdf8b70a4fd235a7576","b5552491b3276fa0559fe3111b54632fbf38b80d","f1ab882ee44504a4bb0106c834cb5b02bb1a4436521858f409347a4b288aa5b5"
"CrowdResponse","\SystemRoot\System32\DRIVERS\fvevol.sys","0xFFFFF80649EC0000","C:\Windows\System32\DRIVERS\","fvevol.sys","798520","0x20","ARCHIVE","2018-09-15T07:39:12Z","2023-10-06T17:44:22Z","2018-09-15T17:41:11Z","Microsoft Corporation","BitLocker Drive Encryption Driver","10.0.17763.1 (WinBuild.160101.0800)","FVEVOL.SYS","&#169; Microsoft Corporation. All rights reserved.","FVEVOL.SYS.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","3d719ad748f65869ea0e7002f0d2d2a7","f5c85ef36bb9d73ca7223b2443fe4c52a2473115","0655c523cb7793ace9a6214c551c7d74d839f898a1ef768fe6d19b3be74e5dd2"
"CrowdResponse","\SystemRoot\System32\drivers\volume.sys","0xFFFFF80649F90000","C:\Windows\System32\drivers\","volume.sys","16696","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-10-06T17:44:28Z","2018-09-15T07:28:18Z","Microsoft Corporation","Volume driver","10.0.17763.1 (WinBuild.160101.0800)","volume.sys","&#169; Microsoft Corporation. All rights reserved.","volume.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","c0f4049cbd0632da2b3e1f515a460531","906e2cd9f6757972372bc34aae5202e9746ea3c1","568376e3b714e5a40b8fe45c6caca392f8d954343b53185d7939c3dbd36599e9"
"CrowdResponse","\SystemRoot\System32\drivers\volsnap.sys","0xFFFFF80649FA0000","C:\Windows\System32\drivers\","volsnap.sys","427832","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:44:28Z","2018-09-15T07:28:45Z","Microsoft Corporation","Volume Shadow Copy driver","10.0.17763.1 (WinBuild.160101.0800)","volsnap.sys","&#169; Microsoft Corporation. All rights reserved.","volsnap.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","0f13f63ba93c89da4f54b8830eb5410b","e818316469f8efb2cf4b48ccc5127076db3e4f91","c3606415f35b9d1b487d89f2d1c9399bd66b91d87a91ede2d95c7898189dcbdd"
"CrowdResponse","\SystemRoot\System32\drivers\rdyboost.sys","0xFFFFF8064A010000","C:\Windows\System32\drivers\","rdyboost.sys","295440","0x20","ARCHIVE","2018-09-15T07:29:25Z","2023-10-06T17:44:26Z","2018-09-15T07:29:25Z","Microsoft Corporation","ReadyBoost Driver","10.0.17763.1 (WinBuild.160101.0800)","rdyboost.sys","&#169; Microsoft Corporation. All rights reserved.","rdyboost.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","88fc2d00de5a999e29b8fd432de3a071","f280712948370123b48806446e22d2e3143456d5","0b1abab0ae1e6398d6e17a018fb6fd05703ddfa8c59f20a52d3c028ecd3404a4"
"CrowdResponse","\SystemRoot\System32\Drivers\mup.sys","0xFFFFF8064A060000","C:\Windows\System32\Drivers\","mup.sys","130360","0x20","ARCHIVE","2018-09-15T07:28:46Z","2023-10-06T17:44:24Z","2018-09-15T07:28:46Z","Microsoft Corporation","Multiple UNC Provider Driver","10.0.17763.1 (WinBuild.160101.0800)","MUP.SYS","&#169; Microsoft Corporation. All rights reserved.","MUP.SYS.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","5c7905e2eb6be00e9c998a4bb8ec233d","444bd618a3b8b3bc8d497f6cfd610d7efda61267","b8174ff57ef066e1bc80c73f1959ddb28a7c3358dc403f0cc3959a89278bab59"
"CrowdResponse","\SystemRoot\system32\drivers\iorate.sys","0xFFFFF8064A090000","C:\Windows\system32\drivers\","iorate.sys","55608","0x20","ARCHIVE","2019-03-12T06:32:58Z","2023-10-06T17:44:23Z","2019-03-12T06:32:58Z","Microsoft Corporation","I/O rate control Filter","10.0.17763.1 (WinBuild.160101.0800)","iorate.sys","&#169; Microsoft Corporation. All rights reserved.","iorate.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","4f2dbad4709b5d336a29d23f07437b64","9b6256bd1f76edc227f49a2459cb91a09ed7033f","9435fa1257a3f148c65125c1e15ba813b492cd4a413da5337c6c7df55a8a89ca"
"CrowdResponse","\SystemRoot\System32\drivers\disk.sys","0xFFFFF8064A0C0000","C:\Windows\System32\drivers\","disk.sys","97592","0x20","ARCHIVE","2018-09-15T07:28:18Z","2023-10-06T17:44:21Z","2018-09-15T07:28:18Z","Microsoft Corporation","PnP Disk Driver","10.0.17763.1 (WinBuild.160101.0800)","disk.sys","&#169; Microsoft Corporation. All rights reserved.","disk.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","cd76072ee8e1e91099adf566dc4dbc5c","39201f7d4abe8c729666a17293731355bde90293","2f7a53c0fb21d34726f4db84c286a13de4b43957d5311726f0470ded3252e83b"
"CrowdResponse","\SystemRoot\System32\drivers\CLASSPNP.SYS","0xFFFFF8064A0E0000","C:\Windows\System32\drivers\","CLASSPNP.SYS","430904","0x20","ARCHIVE","2019-03-12T06:33:19Z","2023-10-06T17:38:50Z","2019-03-12T06:33:19Z","Microsoft Corporation","SCSI Class System Dll","10.0.17763.292 (WinBuild.160101.0800)","Classpnp.sys","&#169; Microsoft Corporation. All rights reserved.","Classpnp.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.292","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","0b0ec85799a9a385ec14299d5e53d687","981e9071eaf818d397d502dd2bcf09ab1e115325","dd3f061066d06453e69ec56ff42d4f523bfb0903ab43f1f743d273866a51e72f"
"CrowdResponse","\SystemRoot\System32\Drivers\crashdmp.sys","0xFFFFF8064A170000","C:\Windows\System32\Drivers\","crashdmp.sys","93496","0x20","ARCHIVE","2018-09-15T07:28:46Z","2023-09-20T10:23:42Z","2018-09-15T07:28:46Z","Microsoft Corporation","Crash Dump Driver","10.0.17763.1 (WinBuild.160101.0800)","crashdmp.sys","&#169; Microsoft Corporation. All rights reserved.","crashdmp.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","3ba076bb4839ef21100be56f7109cacc","7ec402b6785096b7cd0fd9d290633c17ff54def0","0b86bbf5b2d1a1626448f619f0494438ed8ce92b79bc02eae45b4d088b558b01"
"CrowdResponse","\SystemRoot\System32\drivers\cdrom.sys","0xFFFFF8064A250000","C:\Windows\System32\drivers\","cdrom.sys","165888","0x20","ARCHIVE","2018-09-15T07:28:17Z","2023-10-06T17:44:21Z","2018-09-15T07:28:17Z","Microsoft Corporation","SCSI CD-ROM Driver","10.0.17763.1 (WinBuild.160101.0800)","cdrom.sys","&#169; Microsoft Corporation. All rights reserved.","cdrom.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d7faee38c867dfdaa626b886a7aea89a","0a2143baf87c8700843a4eeece2d51383e9ae78a","fb6c546b23c3225bc2e634df5c043c9cadebaeac1e221c156a7e27b8cb896858"
